time="2026-03-12T01:03:21Z" level=warning msg="The \"OPENCLAW_ADMIN_PASSWORD\" variable is not set. Defaulting to a blank string."
grafana-1  | 2026-03-12T01:03:13.231791375Z logger=auth t=2026-03-12T01:03:13.231652745Z level=debug msg="Starting cleanup of external sessions"
grafana-1  | 2026-03-12T01:47:13.072708185Z logger=secrets t=2026-03-12T01:47:13.07249467Z level=debug msg="Removing expired data keys from cache..."
grafana-1  | 2026-03-12T01:47:13.072741324Z logger=secrets t=2026-03-12T01:47:13.072562086Z level=debug msg="Removing expired data keys from cache finished successfully"
grafana-1  | 2026-03-12T01:47:13.227800847Z logger=ngalert.sender.router t=2026-03-12T01:47:13.227623214Z level=debug msg="Attempting to sync admin configs" count=0
grafana-1  | 2026-03-12T01:47:13.227828078Z logger=ngalert.sender.router t=2026-03-12T01:47:13.227684634Z level=debug msg="Finish of admin configuration sync"
grafana-1  | 2026-03-12T01:47:13.433621500Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:47:13.433400581Z level=debug msg="Synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:47:13.435470476Z logger=ngalert.notifier component=alertmanager orgID=1 t=2026-03-12T01:47:13.435322135Z level=debug msg="Config hasn't changed, skipping configuration sync."
grafana-1  | 2026-03-12T01:47:13.437497893Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:47:13.437363785Z level=debug msg="Done synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:47:20.000829311Z logger=ngalert.scheduler t=2026-03-12T01:47:20.000642212Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:47:30.000903319Z logger=ngalert.scheduler t=2026-03-12T01:47:30.000665785Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:47:40.003730132Z logger=ngalert.scheduler t=2026-03-12T01:47:40.003549091Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:47:43.048102689Z logger=infra.lockservice t=2026-03-12T01:47:43.046923454Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:47:43.057198656Z logger=infra.lockservice t=2026-03-12T01:47:43.056525312Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:47:43.059301447Z logger=dashboard-service t=2026-03-12T01:47:43.057315745Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:47:43.059321770Z logger=dashboard-service t=2026-03-12T01:47:43.057361509Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:47:43.059629664Z logger=infra.kvstore.sql t=2026-03-12T01:47:43.057730219Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:47:43.059635593Z logger=dashboard-service t=2026-03-12T01:47:43.057768738Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:47:43.061430054Z logger=grafana-apiserver t=2026-03-12T01:47:43.060403859Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:47:43.061819445Z logger=grafana-apiserver t=2026-03-12T01:47:43.061570815Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:47:43.067279871Z logger=grafana-apiserver t=2026-03-12T01:47:43.06714005Z level=debug msg=Response status="200 OK" milliseconds=6
grafana-1  | 2026-03-12T01:47:43.067626678Z logger=grafana-apiserver t=2026-03-12T01:47:43.067436722Z level=debug msg=HTTP verb=LIST URI= latency=6.256002ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=fca821f4-11f4-49a5-a2ad-122737bfb716 srcIP= resp=200
grafana-1  | 2026-03-12T01:47:43.068130048Z logger=dashboard-service t=2026-03-12T01:47:43.067963059Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:47:43.068312196Z logger=infra.lockservice t=2026-03-12T01:47:43.068006063Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=11.48893ms
grafana-1  | 2026-03-12T01:47:43.068320399Z logger=infra.lockservice t=2026-03-12T01:47:43.068025635Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=21.118191ms
grafana-1  | 2026-03-12T01:47:50.001798998Z logger=ngalert.scheduler t=2026-03-12T01:47:50.001644827Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:48:00.002425624Z logger=ngalert.scheduler t=2026-03-12T01:48:00.002208209Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:48:10.063968780Z logger=ngalert.scheduler t=2026-03-12T01:48:10.001507431Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:48:10.305274828Z logger=infra.kvstore.sql t=2026-03-12T01:48:10.305115119Z level=debug msg="kvstore value not changed" orgId=1 namespace=alertmanager key=silences value=
grafana-1  | 2026-03-12T01:48:10.306197280Z logger=ngalert.notifier t=2026-03-12T01:48:10.305749072Z level=debug msg="Running maintenance"
grafana-1  | 2026-03-12T01:48:10.307710803Z logger=infra.kvstore.sql t=2026-03-12T01:48:10.307340522Z level=debug msg="kvstore value not changed" orgId=1 namespace=alertmanager key=notifications value=
grafana-1  | 2026-03-12T01:48:10.309648026Z logger=ngalert.notifier t=2026-03-12T01:48:10.309471656Z level=debug msg="Maintenance done" duration=3.72542ms size=0
grafana-1  | 2026-03-12T01:48:13.047168221Z logger=infra.lockservice t=2026-03-12T01:48:13.045715359Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:48:13.053410152Z logger=ssosettings.service t=2026-03-12T01:48:13.053238505Z level=debug msg="reloading SSO Settings for all providers"
grafana-1  | 2026-03-12T01:48:13.059998418Z logger=infra.lockservice t=2026-03-12T01:48:13.059776268Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:48:13.061211496Z logger=dashboard-service t=2026-03-12T01:48:13.061071914Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:48:13.061232703Z logger=dashboard-service t=2026-03-12T01:48:13.061145995Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:48:13.062173325Z logger=infra.kvstore.sql t=2026-03-12T01:48:13.062100581Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:48:13.063015131Z logger=dashboard-service t=2026-03-12T01:48:13.062178373Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:48:13.063030134Z logger=ssosettings.service t=2026-03-12T01:48:13.062479281Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:48:13.063033670Z logger=ssosettings.service t=2026-03-12T01:48:13.062581036Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:48:13.063036819Z logger=ssosettings.service t=2026-03-12T01:48:13.062599635Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:48:13.063054603Z logger=ssosettings.service t=2026-03-12T01:48:13.062615308Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:48:13.063058999Z logger=ssosettings.service t=2026-03-12T01:48:13.062629443Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:48:13.063062825Z logger=ssosettings.service t=2026-03-12T01:48:13.062645253Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:48:13.063067792Z logger=grafana-apiserver t=2026-03-12T01:48:13.062915692Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:48:13.067103139Z logger=ssosettings.service t=2026-03-12T01:48:13.063959568Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:48:13.067125485Z logger=ssosettings.service t=2026-03-12T01:48:13.064013183Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:48:13.068737515Z logger=grafana-apiserver t=2026-03-12T01:48:13.068601575Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:48:13.072208735Z logger=grafana-apiserver t=2026-03-12T01:48:13.071984718Z level=debug msg=Response status="200 OK" milliseconds=8
grafana-1  | 2026-03-12T01:48:13.072254925Z logger=grafana-apiserver t=2026-03-12T01:48:13.071997382Z level=debug msg=HTTP verb=LIST URI= latency=3.687114ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=89a4db03-8306-4cf5-a7d3-3a09790ab1df srcIP= resp=200
grafana-1  | 2026-03-12T01:48:13.073422990Z logger=secrets t=2026-03-12T01:48:13.072417741Z level=debug msg="Removing expired data keys from cache..."
grafana-1  | 2026-03-12T01:48:13.073577077Z logger=secrets t=2026-03-12T01:48:13.072539377Z level=debug msg="Removing expired data keys from cache finished successfully"
grafana-1  | 2026-03-12T01:48:13.073587267Z logger=dashboard-service t=2026-03-12T01:48:13.07266387Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:48:13.073591048Z logger=infra.lockservice t=2026-03-12T01:48:13.072692079Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=12.920448ms
grafana-1  | 2026-03-12T01:48:13.073595222Z logger=infra.lockservice t=2026-03-12T01:48:13.072709566Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=27.010215ms
grafana-1  | 2026-03-12T01:48:13.229026102Z logger=ngalert.sender.router t=2026-03-12T01:48:13.228828595Z level=debug msg="Attempting to sync admin configs" count=0
grafana-1  | 2026-03-12T01:48:13.229059989Z logger=ngalert.sender.router t=2026-03-12T01:48:13.228928898Z level=debug msg="Finish of admin configuration sync"
grafana-1  | 2026-03-12T01:48:13.438414914Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:48:13.437982878Z level=debug msg="Synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:48:13.440897761Z logger=ngalert.notifier component=alertmanager orgID=1 t=2026-03-12T01:48:13.440693075Z level=debug msg="Config hasn't changed, skipping configuration sync."
grafana-1  | 2026-03-12T01:48:13.444257777Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:48:13.443593206Z level=debug msg="Done synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:48:20.001687895Z logger=ngalert.scheduler t=2026-03-12T01:48:20.001489039Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:48:30.001412377Z logger=ngalert.scheduler t=2026-03-12T01:48:30.001164274Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:48:40.001209418Z logger=ngalert.scheduler t=2026-03-12T01:48:40.001054841Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:48:43.044675575Z logger=infra.lockservice t=2026-03-12T01:48:43.044456651Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:48:43.052406274Z logger=infra.lockservice t=2026-03-12T01:48:43.052274142Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:48:43.053138452Z logger=dashboard-service t=2026-03-12T01:48:43.052734145Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:48:43.053151664Z logger=dashboard-service t=2026-03-12T01:48:43.052911688Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:48:43.054155754Z logger=infra.kvstore.sql t=2026-03-12T01:48:43.053975704Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:48:43.054386041Z logger=dashboard-service t=2026-03-12T01:48:43.054019902Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:48:43.055321184Z logger=grafana-apiserver t=2026-03-12T01:48:43.054984637Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:48:43.056002902Z logger=grafana-apiserver t=2026-03-12T01:48:43.055625218Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:48:43.059344267Z logger=grafana-apiserver t=2026-03-12T01:48:43.059140566Z level=debug msg=Response status="200 OK" milliseconds=4
grafana-1  | 2026-03-12T01:48:43.059681245Z logger=grafana-apiserver t=2026-03-12T01:48:43.059147186Z level=debug msg=HTTP verb=LIST URI= latency=3.91508ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=f1be79d0-4539-4466-a9a7-53fcbe875419 srcIP= resp=200
grafana-1  | 2026-03-12T01:48:43.060002444Z logger=dashboard-service t=2026-03-12T01:48:43.059833715Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:48:43.060013747Z logger=infra.lockservice t=2026-03-12T01:48:43.059904322Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=7.634272ms
grafana-1  | 2026-03-12T01:48:43.060017427Z logger=infra.lockservice t=2026-03-12T01:48:43.059931921Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=15.489952ms
grafana-1  | 2026-03-12T01:48:50.000793068Z logger=ngalert.scheduler t=2026-03-12T01:48:50.000613015Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:49:00.001865926Z logger=ngalert.scheduler t=2026-03-12T01:49:00.001649402Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:49:10.001874695Z logger=ngalert.scheduler t=2026-03-12T01:49:10.001631602Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:49:13.045322056Z logger=infra.lockservice t=2026-03-12T01:49:13.044802763Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:49:13.053376803Z logger=ssosettings.service t=2026-03-12T01:49:13.053058143Z level=debug msg="reloading SSO Settings for all providers"
grafana-1  | 2026-03-12T01:49:13.056896887Z logger=infra.lockservice t=2026-03-12T01:49:13.055079676Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:49:13.060056044Z logger=ssosettings.service t=2026-03-12T01:49:13.05818055Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:49:13.060104320Z logger=ssosettings.service t=2026-03-12T01:49:13.058232194Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:49:13.060109621Z logger=ssosettings.service t=2026-03-12T01:49:13.058246192Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:49:13.060114390Z logger=ssosettings.service t=2026-03-12T01:49:13.058265491Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:49:13.060118028Z logger=ssosettings.service t=2026-03-12T01:49:13.058275167Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:49:13.060121129Z logger=ssosettings.service t=2026-03-12T01:49:13.058286025Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:49:13.060124283Z logger=ssosettings.service t=2026-03-12T01:49:13.05830067Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:49:13.060127566Z logger=ssosettings.service t=2026-03-12T01:49:13.058333972Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:49:13.064966028Z logger=dashboard-service t=2026-03-12T01:49:13.060729681Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:49:13.064989883Z logger=dashboard-service t=2026-03-12T01:49:13.060795378Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:49:13.064994947Z logger=infra.kvstore.sql t=2026-03-12T01:49:13.062281777Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:49:13.064998549Z logger=dashboard-service t=2026-03-12T01:49:13.062334122Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:49:13.065001697Z logger=grafana-apiserver t=2026-03-12T01:49:13.062542119Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:49:13.071119225Z logger=grafana-apiserver t=2026-03-12T01:49:13.069356283Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:49:13.072563699Z logger=secrets t=2026-03-12T01:49:13.072366099Z level=debug msg="Removing expired data keys from cache..."
grafana-1  | 2026-03-12T01:49:13.072589559Z logger=secrets t=2026-03-12T01:49:13.072406955Z level=debug msg="Removing expired data keys from cache finished successfully"
grafana-1  | 2026-03-12T01:49:13.078274953Z logger=grafana-apiserver t=2026-03-12T01:49:13.078121239Z level=debug msg=Response status="200 OK" milliseconds=15
grafana-1  | 2026-03-12T01:49:13.078692356Z logger=grafana-apiserver t=2026-03-12T01:49:13.07836448Z level=debug msg=HTTP verb=LIST URI= latency=15.637153ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=16bdf35b-1fe0-4167-b663-0f6f89883b0a srcIP= resp=200
grafana-1  | 2026-03-12T01:49:13.079129259Z logger=dashboard-service t=2026-03-12T01:49:13.079039726Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:49:13.079268960Z logger=infra.lockservice t=2026-03-12T01:49:13.079147693Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=24.069947ms
grafana-1  | 2026-03-12T01:49:13.079276597Z logger=infra.lockservice t=2026-03-12T01:49:13.079190424Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=34.40454ms
grafana-1  | 2026-03-12T01:49:13.245500295Z logger=ngalert.sender.router t=2026-03-12T01:49:13.238645086Z level=debug msg="Attempting to sync admin configs" count=0
grafana-1  | 2026-03-12T01:49:13.245548751Z logger=ngalert.sender.router t=2026-03-12T01:49:13.238712458Z level=debug msg="Finish of admin configuration sync"
grafana-1  | 2026-03-12T01:49:13.446680375Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:49:13.44656472Z level=debug msg="Synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:49:13.450120190Z logger=ngalert.notifier component=alertmanager orgID=1 t=2026-03-12T01:49:13.449632517Z level=debug msg="Config hasn't changed, skipping configuration sync."
grafana-1  | 2026-03-12T01:49:13.453367400Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:49:13.453063928Z level=debug msg="Done synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:49:20.001822320Z logger=ngalert.scheduler t=2026-03-12T01:49:20.001633087Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:49:30.001602682Z logger=ngalert.scheduler t=2026-03-12T01:49:30.001447057Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:49:40.001016113Z logger=ngalert.scheduler t=2026-03-12T01:49:40.000869853Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:49:43.044676865Z logger=infra.lockservice t=2026-03-12T01:49:43.044473152Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:49:43.051757435Z logger=infra.lockservice t=2026-03-12T01:49:43.051484589Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:49:43.053054513Z logger=dashboard-service t=2026-03-12T01:49:43.052421085Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:49:43.053073172Z logger=dashboard-service t=2026-03-12T01:49:43.052756109Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:49:43.053861409Z logger=infra.kvstore.sql t=2026-03-12T01:49:43.053654167Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:49:43.054429784Z logger=dashboard-service t=2026-03-12T01:49:43.054013833Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:49:43.054974175Z logger=grafana-apiserver t=2026-03-12T01:49:43.054768708Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:49:43.056292302Z logger=grafana-apiserver t=2026-03-12T01:49:43.056190557Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:49:43.059902480Z logger=grafana-apiserver t=2026-03-12T01:49:43.059443721Z level=debug msg=Response status="200 OK" milliseconds=4
grafana-1  | 2026-03-12T01:49:43.059944725Z logger=grafana-apiserver t=2026-03-12T01:49:43.059443768Z level=debug msg=HTTP verb=LIST URI= latency=4.08522ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=3f49b0f2-faf3-4fc0-929a-f17475287c15 srcIP= resp=200
grafana-1  | 2026-03-12T01:49:43.059950251Z logger=dashboard-service t=2026-03-12T01:49:43.059630349Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:49:43.059953384Z logger=infra.lockservice t=2026-03-12T01:49:43.05965833Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=8.197752ms
grafana-1  | 2026-03-12T01:49:43.059956711Z logger=infra.lockservice t=2026-03-12T01:49:43.059674868Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=15.216944ms
grafana-1  | 2026-03-12T01:49:50.001810489Z logger=ngalert.scheduler t=2026-03-12T01:49:50.001569984Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:50:00.004763563Z logger=ngalert.scheduler t=2026-03-12T01:50:00.004545543Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:50:10.001597306Z logger=ngalert.scheduler t=2026-03-12T01:50:10.001434617Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:50:13.044511447Z logger=infra.lockservice t=2026-03-12T01:50:13.044320645Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:50:13.052609940Z logger=infra.lockservice t=2026-03-12T01:50:13.052347944Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:50:13.054021661Z logger=ssosettings.service t=2026-03-12T01:50:13.053087556Z level=debug msg="reloading SSO Settings for all providers"
grafana-1  | 2026-03-12T01:50:13.055091869Z logger=dashboard-service t=2026-03-12T01:50:13.053146989Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:50:13.055107824Z logger=dashboard-service t=2026-03-12T01:50:13.053425227Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:50:13.055113276Z logger=ssosettings.service t=2026-03-12T01:50:13.053679426Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:50:13.055118199Z logger=ssosettings.service t=2026-03-12T01:50:13.05370739Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:50:13.055123663Z logger=ssosettings.service t=2026-03-12T01:50:13.05372336Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:50:13.055127869Z logger=ssosettings.service t=2026-03-12T01:50:13.053741176Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:50:13.056015443Z logger=ssosettings.service t=2026-03-12T01:50:13.053757215Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:50:13.056024520Z logger=ssosettings.service t=2026-03-12T01:50:13.053773357Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:50:13.056028438Z logger=ssosettings.service t=2026-03-12T01:50:13.053804012Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:50:13.056031996Z logger=ssosettings.service t=2026-03-12T01:50:13.053833903Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:50:13.058330887Z logger=infra.kvstore.sql t=2026-03-12T01:50:13.053827583Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:50:13.058826712Z logger=dashboard-service t=2026-03-12T01:50:13.058295371Z level=info msg="No last resource version found, starting from scratch" orgID=1
